id,text,tone_label,intent_label
9634,@jhtboyzl7 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,positive_friendly,
9635,@theteam990 I missed it!!! ,negative_rude,
9636,im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts... ,negative_rude,
9637,I want a pet monkey. A fun sized one ,positive_friendly,
9638,@brittanydehler ily&lt;3 I miss you already!  see you thursday?,negative_rude,
9639,@jamesmachan good boy  well i had soup for dinner and now imma have a brownie  jealous?,positive_friendly,
9640,Mmm.. Laptop playing up and can't patch as stupid IT policy prevents me from patching  Think I will just blow the HDD and start again ,negative_rude,
9641,@makethingstalk yeah... his mum was our school secretary! ,positive_friendly,
9642,"Stupid Mamiya, not making a Polaroid back for the Super 23 ",negative_rude,
9643,i love shirts.i wouldnt wear anything but shirts ,positive_friendly,
9644,It's Sunday. ,negative_rude,
9645,@kissmysass_x0 ooo there's a reply button  yaaay i have indeed! now what? lol,positive_friendly,
9646,@7726 what a yummy day! but sadly not for me since it's almost 3 am of the next day ,negative_rude,
9647,is really for the show ,negative_rude,
9648,@SherriEShepherd You go girl! U R so blessed to have a trainer. Hurts so bad it's gotta be good!  I walked 3 miles today. Feet hurt!,positive_friendly,
9649,"I hate that by 830, even after an hour+ nap, I'm ready for bed ",negative_rude,
9650,"listening to Paolo Nutini  Liking the new album so far, very relaxing ",positive_friendly,
9651,You had to punch a lever thing that fall back onto a sensor that measured the strength of your punch.  I could never beat Hayami ,negative_rude,
9652,@mileycyrus I voted for you ,positive_friendly,
9653,@PembsDave I couldn't agree more!  ,positive_friendly,
9654,Lol i was just nick named Scotty ,positive_friendly,
9655,@dancer4lifex YAY  so you wanna start???  pleaaaaaase?,positive_friendly,
9656,Just go grounded until finals because I am not home now.   Is it really worth it?  I think so,negative_rude,
9657,"with Tito, Zac, Megan and Dante! on the way to Fresno for pride ",positive_friendly,
9658,"@xelavee Ah, yes, sorry my brain was working in slow motion! ",positive_friendly,
9659,if i could turn back in time ,negative_rude,
9660,I miss being a barista: coffee adds to creativity  http://bit.ly/gVqnr,positive_friendly,
9661,I'm afraid to eat  I might throw it up again,negative_rude,
9662,Im awake...all alone ,negative_rude,
9663,"@_katFish I LOVE YOU TOO KATHERINE!! Although, you're not forgiven about the loser thing  youuu!!",negative_rude,
9664,@blacksmoke3  Clean Me!,negative_rude,
9665,My RAW buddy bailed on me ,negative_rude,
9666,@BoSsLiF3 CUZZ!!!! I def. diggin the cut bwoy  U freakin like ur dad &gt; &gt; Its a bit scary!,positive_friendly,
9667,@TimelessP I agree completely.  Travelling and learning have been fundamental parts throughout my life.,positive_friendly,
9668, its really depressing that my baby sister never wants to spend time with me when im moving out in 3 months,negative_rude,
9669,Funny stories on twitter making 2nd AFD easier. Thanks all   And my money's on Carlton tonight.,positive_friendly,
9670,@Williams267 why hello fellow twitterer 8-) errm work saturday  greeeat haha. and then going to town. your going to brighton right?xx,negative_rude,
9671,OMG so a hottie 5000 n my fav infinity was flirting w/me on the hwy. He got off and I kept going. I'm such an idiot. Maybe next lifetime ,negative_rude,
9672,chilllaxing till the MTV movie awards 2night!! sooo looking forward to seeing the preview to New Moon ,positive_friendly,
9673,At the People's Economic Summit. Have a great Sunday ,positive_friendly,
9674,Getting car battery changed out.. This whole day has cost me $160.  May not have $ for paper &amp; film.,negative_rude,
9675,@wizll I'm missin out ,negative_rude,
9676,You know your partys fucking over with because youre smoking joints and youre rolling splifs. &lt;3 i feel like tweeting my ass off today ,positive_friendly,
9677,"@JonasFiel They buried the lead, though. All the creepy ones were at the bottom. ",negative_rude,
9678,kinda depressed. Can't find anybody to care about me like he did. heart's broken ,negative_rude,
9679,"@jen_juneau I did, until my parents got all f'd up and I started comfort-eating ",negative_rude,
9680,"i am home alone.. no kids, all by my lonesome self ",negative_rude,
9681,going to target ,positive_friendly,
9682,@hannahdrums Damnnnn it! Just kidding.  hahahaha,positive_friendly,
9683,"Giving your gf a Xbox 360: BIG MISTAKE. Peggle all the time , what about some Jori time? ",negative_rude,
9684,@primehex Was it windy in your bathroom? j/k hahaha When my kids grow up I hope they are nearly as talented as you! ,positive_friendly,
9685,"@DRAMAndPLEASURE but that was my fave pic  yeah, i bet",negative_rude,
9686,@ian_watkins You know that we all care much more about lostprophets than your DJing  Consentrate on gettin the album done  rock on dude,positive_friendly,
9687,Needs a place to stay in phili for the nite ,negative_rude,
9688,@ijustine yup! Your videos aren't working for me either ,negative_rude,
9689,"I slept from 7pm to 6am.. at least I'm not tired, but still got the migraine that sent me to bed in the first place ",negative_rude,
9690,Really cold weather...dissapointed. ,negative_rude,
9691,"At Cracker Barrel. OMG too much damn food. They need to make smaller portions at restaurants, how do they expect people to lose weight?! ",negative_rude,
9692,"@AllyAyr What's that old saying - we're all the same size lying down? :p  I'd cope hunny, I'd cope ",positive_friendly,
9693,Hoping @JoeTortuga can understand why I HAD to have this paddle  http://tinyurl.com/pdoow6 I got the &quot;slut&quot; one.,positive_friendly,
9694,is officially a senior! congrats class of 2009! ,positive_friendly,
9695,http://twitpic.com/6fm78 - My preshy little girl! ,positive_friendly,
9696,wedi cael diwrnod prysir gyda TGAU ac rydw i yn mynd i cysgu nawr ,positive_friendly,
9697,so homesick lately  miss my cats,negative_rude,
9698,"@Kaedaq Whatchu meeeeeeann?? U str8 jacked it tho! *Awwww damnit I done got GOTTT!!! :-p I'm takin ALLLL my pix dwn now, u done did it!! ",negative_rude,
9699,"Well, I got most stuff on my 'To Do' list checked off. Just need to do that 'TY' speech. It's so sunny outside! Lovin' it! ",positive_friendly,
9700,"@marcusfoster1 : I hope to see you in LA!!! And, a song that makes kississaknife sound like Mary Poppins?! I really want to hear that! ",positive_friendly,
9701,Haha Im in work with a cold which usually makes the day drag by ,negative_rude,
9702,Smog check. Crossing my fingers for the marshmellow to pass ,negative_rude,
9703,"Woke up to go to work. Showered &amp; everything, now back to bed. Head is pounding!! ",negative_rude,
9704,@Escape2TheStars i know how it feels and i know it sucks.  i'm sorry.  *huggles*,negative_rude,
9705,Working at 3 am. Nothing is going right though  time for sleep then off to AT&amp;T in three hours.  http://yfrog.com/5kewuj,negative_rude,
9706,Good morning ppl ,positive_friendly,
9707,all that pizza yesterday has left me feeling so ill ,negative_rude,
9708,@ThomasHensel Nope. ,negative_rude,
9709,"@leabella That's not something I'd ever do, either way (buy or sell). ",positive_friendly,
9710,@misscalico r u in sf yet?  u need to come cuddle!,negative_rude,
9711,why is revision so boring  i just want exams over with. but have 10 till my first exam with the next 2 the following two days its crap ,negative_rude,
9712,the_hinduPM bluntly tells Pak. not to allow terrorism against India......... same old story  thoda pyaar or thoda takrar...,positive_friendly,
9713,had a shit driving lesson and her mummy is at work so can't make me a yummy sunday dinner ,negative_rude,
9714,@belz2blessed @chana91np sombongnya kalian ga mau follow akuuuu... hiks!  hahaha,negative_rude,
9715,YOoooooooOOOO GET @ MEH&lt;&lt;&lt;&lt;&lt;&lt; THAT SHIT IS SO FUCKING FUNNY &gt;&gt;&gt;&gt;&gt;&gt; LMFBAOooooooooOOOOOO ONE LOVE... GOD BLESS!! XOXO ,positive_friendly,
9716,"last night, hate ojive - he made me a little drunk ",negative_rude,
9717,"@RobPattzNews It is sad that RPattz barely acknowledges the fans anymore, for fear of it getting out of hand. What's worse is he's right ",negative_rude,
9718,@JadeyySoMajor  Well it's all in perseption.LOL ,positive_friendly,
9719,Emailin'. ,positive_friendly,
9720,@kapkap I like your pic ,positive_friendly,
9721,@danecook  I won't even attempt that one. Ohhhh nooooo. I just hope it's nice ,positive_friendly,
9722,@famousraychel Not following me anymore??? ,negative_rude,
9723,"I still bet on one thing. Indian Railway is awesome. Look at the way they run. Only problem, there is charging point near my seat. ",negative_rude,
9724,Hooray for not doing everyone elses work. ,positive_friendly,
9725,@xmellyssax take a deep breath there.... and blow with your mouth.. repeat 3 times the least.. then take a nap if necessary... ,positive_friendly,
9726,"@tommcfly I Have a NASA t-shirt, like you  How many times did you go to NASA?",positive_friendly,
9727,@MsCoxALot good girl! ,positive_friendly,
9728,@DeetaRose What kind of MP3 player do you have?! I want one ,negative_rude,
9729,"Tehehe, so many Supernatural fans rather peeved off that GNW went for 90mins. And it's a trending topic! Victory is ours.. ",positive_friendly,
9730,tino hat ne wii ,positive_friendly,
9731,Laughing at how trashed joe and donnie are in the fam feud pics ,positive_friendly,
9732,"Feeling like worst mother in world, let bub cry for 20 min then gave in &amp; fed her - poor mites body was racked with sobs ",negative_rude,
9733,My phone does not work in the DONS ,negative_rude,
9734,"@rockinronnie sure did, Ron. Pics of the stunning couple coming up shortly   Hope you're well.",positive_friendly,
9735,@Qilly why? ,negative_rude,
9736,I still don't get why floor tickets haven't gone up for sale yet. ,negative_rude,
9737,@Buchovnik not certain about the awesomeness of the stalking when deducability is quite good  our travelogue is here: @antelena &lt;3 &lt;3,positive_friendly,
9738,@einsteinsboi you are very welcome! ,positive_friendly,
9739,feeling worse than yesterday.. but toughing it out! only one more day with my kiddos ,negative_rude,
9740,@xeniaveryano Have fun di PIM. Gonna have dinner there? Ikuuuuut  Salam to your dad &amp; bro,positive_friendly,
9741,So we didn't make it to the ferry  But we did go to the sculpture measure. Check it out:  http://twitpic.com/7v5aj  More next tweet.,negative_rude,
9742,@100jetsetters U wanna know what? ,positive_friendly,
9743,pearlz won't quit scratching her nipple... she's going to make it bleed again. ,negative_rude,
9744,@jaybranch It's totally fab!!! ,positive_friendly,
9745,Packing to leave the beach ,negative_rude,
9746,Just got done working out.  Severe t-storms tonight so I couldn't go walk. Did intense cardio/strength workout that kicked my ass instead ,positive_friendly,
9747,the prom wasn't good... ,negative_rude,
9748,Last time! his one really works  Top 10 former child stars who Twitter &quot;Whatever happened to predictability...&quot;  http://twurl.nl/zp4f51,positive_friendly,
9749,if you have pets you need to meet the people at @centerpet great help for the furry ones! ,positive_friendly,
9750,@WaitressTails not too shabby  just got home and am pooped.,positive_friendly,
9751,Haha. At least i win. ,positive_friendly,
9752,"@z0f ...more texture-y, soundtrack-y stuff, although like I say, it's still mostly song oriented. Thanks loads just for listening! ",positive_friendly,
9753,@CraigMasson Songs like this make me miss P-Rock on Sky ,negative_rude,
9754,"Its raining, I am at work and have some stuff to do. Anti weekend feeling. ",negative_rude,
9755,reading UP in computer art  http://twitpic.com/7gcqp,positive_friendly,
9756,@BWS_TARA Nope... nobody has mentioned anything to us. Any chance we could help you post some tickets? Happy to help ,positive_friendly,
9757,is lonely ,negative_rude,
9758,@NAE_is_BAD..sorry but uhh..we both know the answer to that. ,positive_friendly,
9759,@Q_HEF not quite to that point yet  only have enough clothes to be dressed for 4 days.,negative_rude,
9760,Back in UK. Working whilst people in DK are on holiday ,negative_rude,
9761,@Abzstaar what did you make me sign up to? ,negative_rude,
9762,@blacksocialite i'm sooo mad at you ,negative_rude,
9763,Today is a new day!!.. Im something yu nva had somma dis nd somma dat.. ,positive_friendly,
9764,@THAREALYUKMOUTH i'm at work ,negative_rude,
9765,Miss you badly this days ,negative_rude,
9766,I miss Mishca soo much! I miss my dachshund! ,negative_rude,
9767,@Garythetwit Hello there? Why did you unfollow me? What did i ever do to you? ,negative_rude,
9768,(the result of which i'm living in next year haha). sorry it's so late. goodnight ,negative_rude,
9769,@astridbaptist love is love. It is what you make of it. We already have love just not the kind we want. ,positive_friendly,
9770,Scoop: poor little Dawne Wilson.  The 36 yr old sistah was arrested for stalking ya boy #TYLER PERRY! The chick was outside his studios ,negative_rude,
9771,@KaytaJ Nice blog you got? ,positive_friendly,
9772,is FACEBOOK - ing ,positive_friendly,
9773,@bradiewebbstack bradie you barely do twitter updates anyways. so its funny when you do coz they're always random..  X,positive_friendly,
9774,just woke up from a bad dream - i dnt feel right ,negative_rude,
9775,is stuck inside on a nice day ,negative_rude,
9776,"@achillesmama Yum yum!  Have a great day, Bonnie.  Just tweeting off. Hope to tweet with you tomorrow ",positive_friendly,
9777,I apparently can't sleep past 6 anymore.... ,negative_rude,
9778,"@david_bosman oh que oui, on en redemande ",positive_friendly,
9779,@sarah_wallace She did a fantastic job!  ,positive_friendly,
9780,how to makes him understand about this......... ,negative_rude,
9781,Wow! #ubuntu wish me Happy Birthday! ,positive_friendly,
9782,I'm gonna cry    I went bad at my History test ! I really hate History  !,negative_rude,
9783,I wish my back wasn't peeling  Especially right where I can't reach to put any lotion on.,negative_rude,
9784,@monsieurlam : what are you fucking doinf on those kind of boards ,positive_friendly,
9785,says THANKS SA MGA BUMATI!  http://plurk.com/p/xcvxh,positive_friendly,
9786,in engli8sh... doing CPT again &gt;_&gt; last day. CELL IN A FEW HOURS ! ,positive_friendly,
9787,"@valibarbulescu real beauties, dom'le. aparate electrice de joasa si medie tensiune. whatever they are. n-am luat-o razna, e pt prieteni ",positive_friendly,
9788,"Back from coffee with granny, conversation topics: old age, 'yer mother', wheelchairs, pensions, uni, tv, family, bath matts and waitrose ",positive_friendly,
9789,@michaella62003 Awhhhh.... Mommy said not today ,negative_rude,
9790,Shozu doesn't seem to send pictures to my Twitter stream ,negative_rude,
9791,I now have more followers than followees..... sweet ,positive_friendly,
9792,where have the majority of my followings gone???!!! They've dissapeared ,negative_rude,
9793,"- ... wide awake, but dont actually wanna go to school :S  xxx",negative_rude,
9794,@philken7   Ok I won't buy a smiling frog (for myself)maybe my nephew would want one. hahaha j/k ...Sgt Frog. htt?  I'm dumb and confused ,negative_rude,
9795,@LayneM it wasn't me ,negative_rude,
9796,"@da_kar @theelfyone @shane_murphy cheer up folks you want to be having a day like mine, woe is me ",negative_rude,
9797,My bil &amp; sil had to put one of their dobermans down last night.  Her stomach 'turned'.  Never heard of that.  She was 10.  Very sad.  ,negative_rude,
9798,@pallavit I know! Isn't it handy to be able to do so many things from your phone? ,positive_friendly,
9799,Now @mumbly_joe is trying to guilt me into coming to Alumni Weekend. I don't think I can make that either this year. I suck a lot. ,negative_rude,
9800,@carmensophia no fresno   dad is traveling for work. So I'm chillin in da 805,negative_rude,
9801,@melissa1590:  awww thanks ily2,positive_friendly,
9802,"@DavidSulik i think she is too, i dont know how i would survive without her. i love her to death ",positive_friendly,
9803,@titanas Cheers! See you tomorrow.. ,positive_friendly,
9804,Recoping from my softball injury...line drive to the shin! It's going to be one UGLY bruise!! It was fun though! ,positive_friendly,
9805,@lianabanana that is ridiculously cute. you guys are such a cute couple.  so happy for you two.,positive_friendly,
9806,"up, taking care of kids, back hurts  gotta work 1-9 tonight. sucky!",negative_rude,
9807,Shout out to my girl @SODMG_Brazil  Follow her... Lez do it POW!,positive_friendly,
9808,@wisequeen feb not fen ,positive_friendly,
9809,has to sleep in a different room tonight. ,negative_rude,
9810,Not again... I'm crying. ,negative_rude,
9811,"@fanfare_ponent BTW -- are you coming to San Diego for this, or just Stephe R &amp; Stephen V? ",positive_friendly,
9812,is just laying here on twitter trying to talk to people &lt;/3 talk back ,negative_rude,
9813,"So sorry, that sucks! We all forget to back up! @julietlandau ...my data is irretrievable. I have lost all of my contacts. ",negative_rude,
9814,Daughter just left to travel back to Lake Norman. It is always so sad to see her leave. ,negative_rude,
9815,@thebiblebasher Federal Vision enquiries clearly gave you away as an associate  I know what you're up to this week!,positive_friendly,
9816,@se_vnt3 Didn't know there were other people in Nicaland  Looking forward to talking ,positive_friendly,
9817,Sunday morning at 8:15AM. Family blurry eyed after wedding last night in Loft 11 NYC. At Newark airport. Raining - may not leave on time ,negative_rude,
9818,Finally in bed. Had teatime w the girls @ the westgate then wine afterwards. Throat hurts from all the laughing. Good nite ,positive_friendly,
9819,says good afternOon.....  http://plurk.com/p/xbzni,positive_friendly,
9820,What every day saying annoys you the most? We're getting fed up with people telling us to 'Rock On' sounds like Cannon &amp; Ball ,negative_rude,
9821,@maxloves99 will u be mad if I pass on ASL tonight? I am feeling terrible today. ,negative_rude,
9822,@Erock808 Planning on going in a little earlier than normal for a Saturday. Need to get more done before Vacation! ,positive_friendly,
9823,@MissNoemi yea it shud say O.Allen or O Daddy ,positive_friendly,
9824,"@princess56 - you are going to have to bring the supplies then, my boy is out until tomorrow.  ",negative_rude,
9825,@stiucsib86 Bro! Do you know when would Windows 7 be officially launched? ,positive_friendly,
9826,@followpeterpan xmen Wednesday and I won't complain  obsessed was good though.,positive_friendly,
9827,Home finally!!  I love my bed... it's so comfy! Only 6 more sleeps til I see my boy for the first time in 3 weeks!! Yay!,positive_friendly,
9828,"@eMxyzptlk Awwwwwwww sorry,I'll put another pic up very soon.  Thankyou!!",positive_friendly,
9829,Anyone want to walk the dogs for me? It looks bloody freezing out there ,negative_rude,
9830,"@shayimani LMAO. Sometimes those dairy products really pick fights w/ my stomach... Sadly, I can't end my love affair w/ dairy ",negative_rude,
9831,"i have my research project!  generally, it's going to be kinematics of the UE in manual w/c propulsion in people with tetraplegia ",positive_friendly,
9832,@chrismllr miss my boo  wahhh death you are my bitch luverrrrr,negative_rude,
9833,chillin b4 work ,negative_rude,
9834,Been a busy day today not time to twitter  Currently getting some photography costs together and looking for some models - its a tough job,negative_rude,
9835,"Ok now I'm awake &amp; bored, wit no one 2 talk too ",negative_rude,
9836,@christopherang na tapos na recruitment process ng ibang companies and konti lang hinire.  mali ata sagot ko  ano ba dapat sasabihin?,negative_rude,
9837,"@glorytorres no. I was simply pointing out that no, it's not what I think! @ashleeluv it ain't no squabble, ho! ",positive_friendly,
9838,"wow, I fell asleep! Now I'm going to be up all night ",negative_rude,
9839,"@garylamb, @shawnlovejoy: Hey he is walking... Doesn't that count? If you walk and then eat then walk again... got to be good ",positive_friendly,
9840,"@SugarJones maybe they should put a border collie &amp; poodle together, they can be known as boodles ",positive_friendly,
9841,@srhbtts your twitter is mean. ,negative_rude,
9842,I love my bed  goodnight!,positive_friendly,
9843,Terry and Stacy are leaving!...who am I supposed to wake up to in the morning! ,negative_rude,
9844,is havin a bad hair day ,negative_rude,
9845,"is family reunion in NY!  Well, half the family that is.. http://plurk.com/p/x8fuf",positive_friendly,
9846,cleanin my room ,negative_rude,
9847,@handsheldhigh I'm hoping I don't get it.  My throat feels a little itchy.  ,negative_rude,
9848,fusing my blog to my new site. love it. ,positive_friendly,
9849,mY OFFICE IS in Ambattur Estate  guys pls help,negative_rude,
9850,Make your sock become a tickle puppet. Your kids will love it. Don't get them too wound up at bedtime though ,positive_friendly,
9851,"Rain, rain, go away, you're preventing my top corner save.  )",negative_rude,
9852,"@SaveTheRamen I knoww. and there's, what? 9 kids? That's 9 kids who just lost their mother. tell me how that is possibly fair. ",negative_rude,
9853,is full of cake - this essay isn't doing itself ,negative_rude,
9854,@dougiemcfly I WISH I WAS THERE TO SEE U GUYS  WILL U COME TO ISRAEL SOMETIME?,positive_friendly,
9855,@krooyakkers what I thought ur going somewhere that's why I didn't invitw u ,negative_rude,
9856,I have no problem with wedding receptions that bring in cute firemen ,positive_friendly,
9857,"@niawck dan abis bales chat kaya gt dia tibatiba off ni, idk what did he mean ",negative_rude,
9858,@internetgurl Thanks for the #followfriday mention! ,positive_friendly,
9859,@donnaontherocks  That's lame. I hope it improves as a whole. @Gothictany Yeah! It's gonna be fun! Pictures would be good so we can share!,negative_rude,
9860,@Essendon_FC What is going on???? We were going so well ,negative_rude,
9861,my throat  pain  itÂ´s terrible donÂ´t leave i speak! ,negative_rude,
9862,@chonrenee so I'm not coming to Dallas no mo for Beyonce  I'll be here. My calendar shifted like a mofo!plus the chicago date is my payday,negative_rude,
9863,Just ordered the components for my hackintosh - on par with a Mac Pro. Can't wait ,positive_friendly,
9864,"wishing it would stop raining,cuz i need another nice wkend ",negative_rude,
9865,im losing my voice and cant make a vid for my new youtubee  sorry guys,negative_rude,
9866,@loudavis I'm very jealous! Have a nice time at Lyme Park ,positive_friendly,
9867,Shit - I accidentally said &quot;grande&quot; in Starbucks. Sounding like a tool FTL. ,negative_rude,
9868,so bored! ,negative_rude,
9869,I want my mommy ,negative_rude,
9870,@NLS_yt heey..with @nileyfan2009TV got to a great a niley reason 4 those tweets..shell tweet bout it right away ,positive_friendly,
9871,"@jakeg82 You dont need any tickets for FOWA Tour, just bring yourself as you will register on arrival at ARU at 9am, see you there! ",positive_friendly,
9872,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...",negative_rude,
9873,"@RetroRazor With selective, make sure to go into the FB apps and disable the Twitter app, avoids double-posting. ",positive_friendly,
9874,@xAlysonMichalka U r one classy girl Alyson and so friendly too.. Love ur stuff as always. Keep twittering ,positive_friendly,
9875,@hdbbstephen where are you.....miss you at #wcchicago ,negative_rude,
9876,@CAMARO909 no problem  anything for a friend!,positive_friendly,
9877,"@ReizaM Keep working on her? I guess thats all you can do. Give her lots of stuff to read,e tc. So sad for that baby, too. ",negative_rude,
9878,@nancyalexandria LOL im trying to be too but for basktball but idk i like it  sometimes LOL ,negative_rude,
9879,everybody is going to miami.....and not me ,negative_rude,
9880,@gauravi28 hang out!!! we must  I miss it!,positive_friendly,
9881,"If things don't change, I may be needing your services @rmbohanek. The sad thing is i'm only half kidding ",negative_rude,
9882,@goodlaura Hmm. &quot;Where are they going?&quot; or &quot;Where they ever there?&quot; ,positive_friendly,
9883,"@Jason_Manford I wont, dont want to make her cry like that girl on BGT last night  what do you think of Dave spikey?",positive_friendly,
9884,"@LauriM OH WAIT, I read that wrong. OK hellboy ",positive_friendly,
9885,at  work  these new people need alot of training.,negative_rude,
9886,"@womenlover1on1  &quot;Aunt Flo&quot; is visiting so I am miserable   Ugh, time for some more Motrin!",negative_rude,
9887,"@bluecrystalsky sadly, yes. ",negative_rude,
9888,loooking through thhee freshman yearbook HILARIOUS we all look like little babbiiess ,positive_friendly,
9889,hates that he has to take two trains to get home after a night out. ,negative_rude,
9890,LOVE working out first thing in the morning  &quot;Endorphins make you happy. Happy people don't shoot their husbands! They just don't!&quot;,positive_friendly,
9891,I  have made up my mind to goet back on my fitness program.  Being w/out a job will take a toll on your body. ,negative_rude,
9892,I'm listening to Lady Sovereign - So Human ,positive_friendly,
9893,@tobias_a Quick question - does the app work in all browsers? Didn't seem to do much in Safari ,negative_rude,
9894,@iamjonathancook i'm so sorry ,negative_rude,
9895,Going to sleep!  its 10 over her dang its early!,positive_friendly,
9896,@NKAirplay i refreshed the player since it stopped working for me.. now im locked out since its full ,negative_rude,
9897,i miss my kyky n lzz  glad i get to see them tomorrow.,negative_rude,
9898,@KingMao *teary-eyed* not even for a day to trade it over?   *walking away to dark corner*,negative_rude,
9899,"@1critic uh, dont know. just know twitter changed it. i write a german blog... interested? dont seem to find time to do an english one ",negative_rude,
9900,I can't remember twittering last?! Was I drunk and didn't realise? I wish I was partying in Londonnnn! ,negative_rude,
9901,Who heard about the 4 yr old who flushed her puppy down the toilet in order to give him a &quot;bath&quot;? That's sad ,negative_rude,
9902,@4everequine thats a nice shiny bottom! he looks very chilled ,positive_friendly,
9903,Seriously confused ,negative_rude,
9904,"@_Marguerite Yup, that's Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here ",negative_rude,
9905,@xoCAZZA cmon i need to learn a word in french haha ,positive_friendly,
9906,watching Paris BFF2. I'm still missing holding hands ,negative_rude,
9907,@marc_lee thanks  Feeling old and wussy today. Oh well...,positive_friendly,
9908,@kenjamd your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/15541/ ,positive_friendly,
9909,"is so pumped, 30 minutes left at work, and Captain Americas tonight ",positive_friendly,
9910,actually tweeting with envy on his own laptop ,negative_rude,
9911,"At last, inside and seated in the awesomest seats, front center for Decemberists  I promise not to tweet more xoxo",positive_friendly,
9912,Ive sunburn !!!!!  Roll on the weekend whoop whoop,negative_rude,
9913,I love earthquakes ! ,positive_friendly,
9914,OMG I had a dream I could do the splits PERFECT! It was crazy!! lol but just a dream ,negative_rude,
9915,@joestankowski i'm already stretching for our workout today on the show!  c u soon,positive_friendly,
9916,I think I may have ruin my appetite for meat forever  hope it's just a bug I'm getting,negative_rude,
9917,@iamsurfe Still dumb. ,negative_rude,
9918,"@youshou Yeah, right. We just came from the gym and we didn't see you anywhere.  Saw your car though. Did you talk it into going instead?",positive_friendly,
9919,@artisticcrazy fair enough. My phone is going flat  boo so no posts tonight sadly.,negative_rude,
9920,@cdurham23 oh hon I'm sorry your last pics were really good  hope your ILAA pics come out well. What u up to the weekend?,negative_rude,
9921,@tonynewmandem no news yet... we're working on it. ,positive_friendly,
9922,@doemarley why u at the hospital Twittheart?? ,negative_rude,
9923,had a blast with Elmo &amp; Thriller in the Studio 1 recital - Whole show rocked -evidence to follow   Congratulations Karissa!,positive_friendly,
9924,"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.",positive_friendly,
9925,"@gribbsmate LOL yeah, maybe i will!! haha  Good luck!!  And goodnight! ",positive_friendly,
9926,@isendcards I thought rain was a non-issue for golfers?    It's a great day for reading and rejuvenating!,positive_friendly,
9927,@Senilius_110 oye i live there too  !!,negative_rude,
9928,@christianwilson looks like someone has the case of the Mondays ,positive_friendly,
9929,@rockyaguas i should hope so!  You spent long enough researching that that thing.   I wish you many years of happiness together ,positive_friendly,
9930,Leaving for work. ,negative_rude,
9931,"@jelenasays yep  est website ever, i watched all of supernatural season 3 yesterday x] are you going to FOH on the 17th?",positive_friendly,
9932,"Hey, the DJ that's normally at Katz isn't here. Nooooooo DJ Handlebar where did you go ",negative_rude,
9933,I'm such a wimp ,negative_rude,
9934,back on campus...sleep is coming soon ,positive_friendly,
9935,@gigilove06 what color WERE you going for? i am doing copper but after the wedding. lots of beautiful shiny penny hilites! and bangs! ,positive_friendly,
9936,woih. tade mood tade mood na onlineeee! ,negative_rude,
9937,reallyreally wishes indianapolis would magically move to being..oh..and hour or so from laporte ,negative_rude,
9938,.. and this is not: I have to clean the gutters ,negative_rude,
9939,there is nothing to watch on tv ,negative_rude,
9940,"@AmberCadabra lol, I never knew U could search someone's @ name-thanks!  ",positive_friendly,
9941,@KiyaKiyaLee I can't help it chica...me and ur &quot;inner connection&quot; thing can't be broken lmao ,positive_friendly,
9942,sunshine in the morning keeps me smiling all day long ,positive_friendly,
9943,I just cut up two jumpers :&quot;D haha stupid me oh well my nose hurts too  am gunna bathe it tonight xo,negative_rude,
9944,@MarcyPolanco what happened? - I know you Marcy Polanco  - u got something to tell LLS,positive_friendly,
9945,"Oh my goodness, the WWECD craze has actually made its way into the Urban Dictionary. Alas  http://tinyurl.com/ls8rhd",negative_rude,
9946,@ambervisions a lovely Monday to you as well  nice to see you here we have such a wonderful group of friends so glad to have met you all!,positive_friendly,
9947,Should be back in an hour ,positive_friendly,
9948,I don't like matt dose! He's meann and makes me sad ,negative_rude,
9949,"@karawr yeah me too, I've got smokers/sugar teeth haha. I hear its expensive though? ",negative_rude,
9950,@YarinHochman thanks ,positive_friendly,
9951,I love working on school projects all day when it's absolulety gorgeous out !! Nawt. Ughhh. I wanna go outsideee ,negative_rude,
9952,listening to music :] dosnt think ben should cut his hair &gt;.&gt; lonly  booo!!! sucks,negative_rude,
9953,Looking at condos w/ @DeeThoma. It's fun to start imagining yourself in new places. ,positive_friendly,
9954,"Since I have no one to cuddle up with, or cake with. I guess I will lay in my bed and watch The Golden Girls for another lonely night. ",negative_rude,
9955,so very bored already...Ant come get me please ,negative_rude,
9956,Hello peeps! Just a quick reminder that Wed is ministry team meeting for the worship teams. Be there or be square! ,positive_friendly,
9957,@born2shine4ever - hey brandon boo! How are things? Hope all is well ,positive_friendly,
9958,"Soooo ready to come home. I miss my dogs. All my shoes, clothes,makeup,pc,phone(went over my mins on my cell)  I miss mah home!",negative_rude,
9959,wanna see our commercial  Here you go http://bit.ly/JzXVe,positive_friendly,
9960,@Jamfozz he said he doesnt ,negative_rude,
9961,@golftippin early goal   out for vacation stayin at encore we should meet up maybe have a bite to eat.,negative_rude,
